unicode,gb2312,Chinese,stroke number,id
0x9570,0xC1AD,镰,18,1610
0x5EC9,0xC1AE,廉,13,1611
0x601C,0xC1AF,怜,8,1612
0x6D9F,0xC1B0,涟,10,1613
0x5E18,0xC1B1,帘,8,1614
0x655B,0xC1B2,敛,11,1615
0x8138,0xC1B3,脸,11,1616
0x94FE,0xC1B4,链,12,1617
0x604B,0xC1B5,恋,10,1618
0x70BC,0xC1B6,炼,9,1619
0x7EC3,0xC1B7,练,8,1620
0x7CAE,0xC1B8,粮,13,1621
0x51C9,0xC1B9,凉,10,1622
0x6881,0xC1BA,梁,11,1623
0x7CB1,0xC1BB,粱,13,1624
0x826F,0xC1BC,良,7,1625
0x4E24,0xC1BD,两,7,1626
0x8F86,0xC1BE,辆,11,1627
0x91CF,0xC1BF,量,12,1628
0x667E,0xC1C0,晾,12,1629
0x4EAE,0xC1C1,亮,9,1630
0x8C05,0xC1C2,谅,10,1631
0x64A9,0xC1C3,撩,15,1632
0x804A,0xC1C4,聊,11,1633
0x50DA,0xC1C5,僚,14,1634
0x7597,0xC1C6,疗,7,1635
0x71CE,0xC1C7,燎,16,1636
0x5BE5,0xC1C8,寥,14,1637
0x8FBD,0xC1C9,辽,5,1638
0x6F66,0xC1CA,潦,15,1639
0x4E86,0xC1CB,了,2,1640
0x6482,0xC1CC,撂,14,1641
0x9563,0xC1CD,镣,17,1642
0x5ED6,0xC1CE,廖,14,1643
0x6599,0xC1CF,料,10,1644
0x5217,0xC1D0,列,6,1645
0x88C2,0xC1D1,裂,12,1646
0x70C8,0xC1D2,烈,10,1647
0x52A3,0xC1D3,劣,6,1648
0x730E,0xC1D4,猎,11,1649
0x7433,0xC1D5,琳,12,1650
0x6797,0xC1D6,林,8,1651
0x78F7,0xC1D7,磷,17,1652
0x9716,0xC1D8,霖,16,1653
0x4E34,0xC1D9,临,9,1654
0x90BB,0xC1DA,邻,7,1655
0x9CDE,0xC1DB,鳞,20,1656
0x6DCB,0xC1DC,淋,11,1657
0x51DB,0xC1DD,凛,15,1658
0x8D41,0xC1DE,赁,10,1659
0x541D,0xC1DF,吝,7,1660
0x62CE,0xC1E0,拎,8,1661
0x73B2,0xC1E1,玲,9,1662
0x83F1,0xC1E2,菱,11,1663
0x96F6,0xC1E3,零,13,1664
0x9F84,0xC1E4,龄,13,1665
0x94C3,0xC1E5,铃,10,1666
0x4F36,0xC1E6,伶,7,1667
0x7F9A,0xC1E7,羚,11,1668
0x51CC,0xC1E8,凌,10,1669
0x7075,0xC1E9,灵,7,1670
0x9675,0xC1EA,陵,10,1671
0x5CAD,0xC1EB,岭,8,1672
0x9886,0xC1EC,领,11,1673
0x53E6,0xC1ED,另,5,1674
0x4EE4,0xC1EE,令,5,1675
0x6E9C,0xC1EF,溜,13,1676
0x7409,0xC1F0,琉,11,1677
0x69B4,0xC1F1,榴,14,1678
0x786B,0xC1F2,硫,12,1679
0x998F,0xC1F3,馏,13,1680
0x7559,0xC1F4,留,10,1681
0x5218,0xC1F5,刘,6,1682
0x7624,0xC1F6,瘤,15,1683
0x6D41,0xC1F7,流,10,1684
0x67F3,0xC1F8,柳,9,1685
0x516D,0xC1F9,六,4,1686
0x9F99,0xC1FA,龙,5,1687
0x804B,0xC1FB,聋,11,1688
0x5499,0xC1FC,咙,8,1689
0x7B3C,0xC1FD,笼,11,1690
0x7ABF,0xC1FE,窿,16,1691
0x9686,0xC2A1,隆,11,1692
0x5784,0xC2A2,垄,8,1693
0x62E2,0xC2A3,拢,8,1694
0x9647,0xC2A4,陇,7,1695
0x697C,0xC2A5,楼,13,1696
0x5A04,0xC2A6,娄,9,1697
0x6402,0xC2A7,搂,12,1698
0x7BD3,0xC2A8,篓,15,1699
0x6F0F,0xC2A9,漏,14,1700
0x964B,0xC2AA,陋,8,1701
0x82A6,0xC2AB,芦,7,1702
0x5362,0xC2AC,卢,5,1703
0x9885,0xC2AD,颅,11,1704
0x5E90,0xC2AE,庐,7,1705
0x7089,0xC2AF,炉,8,1706
0x63B3,0xC2B0,掳,11,1707
0x5364,0xC2B1,卤,7,1708
0x864F,0xC2B2,虏,8,1709
0x9C81,0xC2B3,鲁,12,1710
0x9E93,0xC2B4,麓,19,1711
0x788C,0xC2B5,碌,13,1712
0x9732,0xC2B6,露,21,1713
0x8DEF,0xC2B7,路,13,1714
0x8D42,0xC2B8,赂,10,1715
0x9E7F,0xC2B9,鹿,11,1716
0x6F5E,0xC2BA,潞,16,1717
0x7984,0xC2BB,禄,12,1718
0x5F55,0xC2BC,录,8,1719
0x9646,0xC2BD,陆,7,1720
0x622E,0xC2BE,戮,15,1721
0x9A74,0xC2BF,驴,7,1722
0x5415,0xC2C0,吕,6,1723
0x94DD,0xC2C1,铝,11,1724
0x4FA3,0xC2C2,侣,8,1725
0x65C5,0xC2C3,旅,10,1726
0x5C65,0xC2C4,履,15,1727
0x5C61,0xC2C5,屡,12,1728
0x7F15,0xC2C6,缕,12,1729
0x8651,0xC2C7,虑,10,1730
0x6C2F,0xC2C8,氯,12,1731
0x5F8B,0xC2C9,律,9,1732
0x7387,0xC2CA,率,11,1733
0x6EE4,0xC2CB,滤,13,1734
0x7EFF,0xC2CC,绿,11,1735
0x5CE6,0xC2CD,峦,9,1736
0x631B,0xC2CE,挛,10,1737
0x5B6A,0xC2CF,孪,9,1738
0x6EE6,0xC2D0,滦,13,1739
0x5375,0xC2D1,卵,7,1740
0x4E71,0xC2D2,乱,7,1741
0x63A0,0xC2D3,掠,11,1742
0x7565,0xC2D4,略,11,1743
0x62A1,0xC2D5,抡,7,1744
0x8F6E,0xC2D6,轮,8,1745
0x4F26,0xC2D7,伦,6,1746
0x4ED1,0xC2D8,仑,4,1747
0x6CA6,0xC2D9,沦,7,1748
0x7EB6,0xC2DA,纶,7,1749
0x8BBA,0xC2DB,论,6,1750
0x841D,0xC2DC,萝,11,1751
0x87BA,0xC2DD,螺,17,1752
0x7F57,0xC2DE,罗,8,1753
0x903B,0xC2DF,逻,11,1754
0x9523,0xC2E0,锣,13,1755
0x7BA9,0xC2E1,箩,14,1756
0x9AA1,0xC2E2,骡,14,1757
0x88F8,0xC2E3,裸,13,1758
0x843D,0xC2E4,落,12,1759
0x6D1B,0xC2E5,洛,9,1760
0x9A86,0xC2E6,骆,9,1761
0x7EDC,0xC2E7,络,9,1762
0x5988,0xC2E8,妈,6,1763
0x9EBB,0xC2E9,麻,11,1764
0x739B,0xC2EA,玛,7,1765
0x7801,0xC2EB,码,8,1766
0x8682,0xC2EC,蚂,9,1767
0x9A6C,0xC2ED,马,3,1768
0x9A82,0xC2EE,骂,9,1769
0x561B,0xC2EF,嘛,14,1770
0x5417,0xC2F0,吗,6,1771
0x57CB,0xC2F1,埋,10,1772
0x4E70,0xC2F2,买,6,1773
0x9EA6,0xC2F3,麦,7,1774
0x5356,0xC2F4,卖,8,1775
0x8FC8,0xC2F5,迈,6,1776
0x8109,0xC2F6,脉,9,1777
0x7792,0xC2F7,瞒,15,1778
0x9992,0xC2F8,馒,14,1779
0x86EE,0xC2F9,蛮,12,1780
0x6EE1,0xC2FA,满,13,1781
0x8513,0xC2FB,蔓,14,1782
0x66FC,0xC2FC,曼,11,1783
0x6162,0xC2FD,慢,14,1784
0x6F2B,0xC2FE,漫,14,1785
0x8C29,0xC3A1,谩,13,1786
0x8292,0xC3A2,芒,6,1787
0x832B,0xC3A3,茫,9,1788
0x76F2,0xC3A4,盲,8,1789
0x6C13,0xC3A5,氓,8,1790
0x5FD9,0xC3A6,忙,6,1791
0x83BD,0xC3A7,莽,10,1792
0x732B,0xC3A8,猫,11,1793
0x8305,0xC3A9,茅,8,1794
0x951A,0xC3AA,锚,13,1795
0x6BDB,0xC3AB,毛,4,1796
0x77DB,0xC3AC,矛,5,1797
0x94C6,0xC3AD,铆,10,1798
0x536F,0xC3AE,卯,5,1799
0x8302,0xC3AF,茂,8,1800
0x5192,0xC3B0,冒,9,1801
0x5E3D,0xC3B1,帽,12,1802
0x8C8C,0xC3B2,貌,14,1803
0x8D38,0xC3B3,贸,9,1804
0x4E48,0xC3B4,么,3,1805
0x73AB,0xC3B5,玫,8,1806
0x679A,0xC3B6,枚,8,1807
0x6885,0xC3B7,梅,11,1808
0x9176,0xC3B8,酶,14,1809
0x9709,0xC3B9,霉,15,1810
0x7164,0xC3BA,煤,13,1811
0x6CA1,0xC3BB,没,7,1812
0x7709,0xC3BC,眉,9,1813
0x5A92,0xC3BD,媒,12,1814
0x9541,0xC3BE,镁,14,1815
0x6BCF,0xC3BF,每,7,1816
0x7F8E,0xC3C0,美,9,1817
0x6627,0xC3C1,昧,9,1818
0x5BD0,0xC3C2,寐,12,1819
0x59B9,0xC3C3,妹,8,1820
0x5A9A,0xC3C4,媚,12,1821
0x95E8,0xC3C5,门,3,1822
0x95F7,0xC3C6,闷,7,1823
0x4EEC,0xC3C7,们,5,1824
0x840C,0xC3C8,萌,11,1825
0x8499,0xC3C9,蒙,13,1826
0x6AAC,0xC3CA,檬,17,1827
0x76DF,0xC3CB,盟,13,1828
0x9530,0xC3CC,锰,13,1829
0x731B,0xC3CD,猛,11,1830
0x68A6,0xC3CE,梦,11,1831
0x5B5F,0xC3CF,孟,8,1832
0x772F,0xC3D0,眯,11,1833
0x919A,0xC3D1,醚,15,1834
0x9761,0xC3D2,靡,19,1835
0x7CDC,0xC3D3,糜,17,1836
0x8FF7,0xC3D4,迷,9,1837
0x8C1C,0xC3D5,谜,11,1838
0x5F25,0xC3D6,弥,8,1839
0x7C73,0xC3D7,米,6,1840
0x79D8,0xC3D8,秘,10,1841
0x89C5,0xC3D9,觅,8,1842
0x6CCC,0xC3DA,泌,8,1843
0x871C,0xC3DB,蜜,14,1844
0x5BC6,0xC3DC,密,11,1845
0x5E42,0xC3DD,幂,12,1846
0x68C9,0xC3DE,棉,12,1847
0x7720,0xC3DF,眠,10,1848
0x7EF5,0xC3E0,绵,11,1849
0x5195,0xC3E1,冕,11,1850
0x514D,0xC3E2,免,7,1851
0x52C9,0xC3E3,勉,9,1852
0x5A29,0xC3E4,娩,10,1853
0x7F05,0xC3E5,缅,12,1854
0x9762,0xC3E6,面,9,1855
0x82D7,0xC3E7,苗,8,1856
0x63CF,0xC3E8,描,11,1857
0x7784,0xC3E9,瞄,13,1858
0x85D0,0xC3EA,藐,17,1859
0x79D2,0xC3EB,秒,9,1860
0x6E3A,0xC3EC,渺,12,1861
0x5E99,0xC3ED,庙,8,1862
0x5999,0xC3EE,妙,7,1863
0x8511,0xC3EF,蔑,14,1864
0x706D,0xC3F0,灭,5,1865
0x6C11,0xC3F1,民,5,1866
0x62BF,0xC3F2,抿,8,1867
0x76BF,0xC3F3,皿,5,1868
0x654F,0xC3F4,敏,11,1869
0x60AF,0xC3F5,悯,10,1870
0x95FD,0xC3F6,闽,9,1871
0x660E,0xC3F7,明,8,1872
0x879F,0xC3F8,螟,16,1873
0x9E23,0xC3F9,鸣,8,1874
0x94ED,0xC3FA,铭,11,1875
0x540D,0xC3FB,名,6,1876
0x547D,0xC3FC,命,8,1877
0x8C2C,0xC3FD,谬,13,1878
0x6478,0xC3FE,摸,13,1879
0x6479,0xC4A1,摹,14,1880
0x8611,0xC4A2,蘑,19,1881
0x6A21,0xC4A3,模,14,1882
0x819C,0xC4A4,膜,14,1883
0x78E8,0xC4A5,磨,16,1884
0x6469,0xC4A6,摩,15,1885
0x9B54,0xC4A7,魔,20,1886
0x62B9,0xC4A8,抹,8,1887
0x672B,0xC4A9,末,5,1888
0x83AB,0xC4AA,莫,10,1889
0x58A8,0xC4AB,墨,15,1890
0x9ED8,0xC4AC,默,16,1891
0x6CAB,0xC4AD,沫,8,1892
0x6F20,0xC4AE,漠,13,1893
0x5BDE,0xC4AF,寞,13,1894
0x964C,0xC4B0,陌,8,1895
0x8C0B,0xC4B1,谋,11,1896
0x725F,0xC4B2,牟,6,1897
0x67D0,0xC4B3,某,9,1898
0x62C7,0xC4B4,拇,8,1899
0x7261,0xC4B5,牡,7,1900
0x4EA9,0xC4B6,亩,7,1901
0x59C6,0xC4B7,姆,8,1902
0x6BCD,0xC4B8,母,5,1903
0x5893,0xC4B9,墓,13,1904
0x66AE,0xC4BA,暮,14,1905
0x5E55,0xC4BB,幕,13,1906
0x52DF,0xC4BC,募,12,1907
0x6155,0xC4BD,慕,14,1908
0x6728,0xC4BE,木,4,1909
0x76EE,0xC4BF,目,5,1910
0x7766,0xC4C0,睦,13,1911
0x7267,0xC4C1,牧,8,1912
0x7A46,0xC4C2,穆,16,1913
0x62FF,0xC4C3,拿,10,1914
0x54EA,0xC4C4,哪,9,1915
0x5450,0xC4C5,呐,7,1916
0x94A0,0xC4C6,钠,9,1917
0x90A3,0xC4C7,那,6,1918
0x5A1C,0xC4C8,娜,9,1919
0x7EB3,0xC4C9,纳,7,1920
0x6C16,0xC4CA,氖,6,1921
0x4E43,0xC4CB,乃,2,1922
0x5976,0xC4CC,奶,5,1923
0x8010,0xC4CD,耐,9,1924
0x5948,0xC4CE,奈,8,1925
0x5357,0xC4CF,南,9,1926
0x7537,0xC4D0,男,7,1927
0x96BE,0xC4D1,难,10,1928
0x56CA,0xC4D2,囊,22,1929
0x6320,0xC4D3,挠,9,1930
0x8111,0xC4D4,脑,10,1931
0x607C,0xC4D5,恼,9,1932
0x95F9,0xC4D6,闹,8,1933
0x6DD6,0xC4D7,淖,11,1934
0x5462,0xC4D8,呢,8,1935
0x9981,0xC4D9,馁,10,1936
0x5185,0xC4DA,内,4,1937
0x5AE9,0xC4DB,嫩,14,1938
0x80FD,0xC4DC,能,10,1939
0x59AE,0xC4DD,妮,8,1940
0x9713,0xC4DE,霓,16,1941
0x502A,0xC4DF,倪,10,1942
0x6CE5,0xC4E0,泥,8,1943
0x5C3C,0xC4E1,尼,5,1944
0x62DF,0xC4E2,拟,7,1945
0x4F60,0xC4E3,你,7,1946
0x533F,0xC4E4,匿,10,1947
0x817B,0xC4E5,腻,13,1948
0x9006,0xC4E6,逆,9,1949
0x6EBA,0xC4E7,溺,13,1950
0x852B,0xC4E8,蔫,14,1951
0x62C8,0xC4E9,拈,8,1952
0x5E74,0xC4EA,年,6,1953
0x78BE,0xC4EB,碾,15,1954
0x64B5,0xC4EC,撵,15,1955
0x637B,0xC4ED,捻,11,1956
0x5FF5,0xC4EE,念,8,1957
0x5A18,0xC4EF,娘,10,1958
0x917F,0xC4F0,酿,14,1959
0x9E1F,0xC4F1,鸟,5,1960
0x5C3F,0xC4F2,尿,7,1961
0x634F,0xC4F3,捏,10,1962
0x8042,0xC4F4,聂,10,1963
0x5B7D,0xC4F5,孽,19,1964
0x556E,0xC4F6,啮,11,1965
0x954A,0xC4F7,镊,15,1966
0x954D,0xC4F8,镍,15,1967
0x6D85,0xC4F9,涅,10,1968
0x60A8,0xC4FA,您,11,1969
0x67E0,0xC4FB,柠,9,1970
0x72DE,0xC4FC,狞,8,1971
0x51DD,0xC4FD,凝,16,1972
0x5B81,0xC4FE,宁,5,1973
0x62E7,0xC5A1,拧,8,1974
0x6CDE,0xC5A2,泞,8,1975
0x725B,0xC5A3,牛,4,1976
0x626D,0xC5A4,扭,7,1977
0x94AE,0xC5A5,钮,9,1978
0x7EBD,0xC5A6,纽,7,1979
0x8113,0xC5A7,脓,10,1980
0x6D53,0xC5A8,浓,9,1981
0x519C,0xC5A9,农,6,1982
0x5F04,0xC5AA,弄,7,1983
0x5974,0xC5AB,奴,5,1984
0x52AA,0xC5AC,努,7,1985
0x6012,0xC5AD,怒,9,1986
0x5973,0xC5AE,女,3,1987
0x6696,0xC5AF,暖,13,1988
0x8650,0xC5B0,虐,9,1989
0x759F,0xC5B1,疟,8,1990
0x632A,0xC5B2,挪,9,1991
0x61E6,0xC5B3,懦,17,1992
0x7CEF,0xC5B4,糯,20,1993
0x8BFA,0xC5B5,诺,10,1994
0x54E6,0xC5B6,哦,10,1995
0x6B27,0xC5B7,欧,8,1996
0x9E25,0xC5B8,鸥,9,1997
0x6BB4,0xC5B9,殴,8,1998
0x85D5,0xC5BA,藕,18,1999
0x5455,0xC5BB,呕,7,2000
0x5076,0xC5BC,偶,11,2001
0x6CA4,0xC5BD,沤,7,2002
0x556A,0xC5BE,啪,11,2003
0x8DB4,0xC5BF,趴,9,2004
0x722C,0xC5C0,爬,8,2005
0x5E15,0xC5C1,帕,8,2006
0x6015,0xC5C2,怕,8,2007
0x7436,0xC5C3,琶,12,2008
0x62CD,0xC5C4,拍,8,2009
0x6392,0xC5C5,排,11,2010
0x724C,0xC5C6,牌,12,2011
0x5F98,0xC5C7,徘,11,2012
0x6E43,0xC5C8,湃,12,2013
0x6D3E,0xC5C9,派,9,2014
0x6500,0xC5CA,攀,19,2015
0x6F58,0xC5CB,潘,15,2016
0x76D8,0xC5CC,盘,11,2017
0x78D0,0xC5CD,磐,15,2018
0x76FC,0xC5CE,盼,9,2019
0x7554,0xC5CF,畔,10,2020
0x5224,0xC5D0,判,7,2021
0x53DB,0xC5D1,叛,9,2022
0x4E53,0xC5D2,乓,6,2023
0x5E9E,0xC5D3,庞,8,2024
0x65C1,0xC5D4,旁,10,2025
0x802A,0xC5D5,耪,16,2026
0x80D6,0xC5D6,胖,9,2027
0x629B,0xC5D7,抛,7,2028
0x5486,0xC5D8,咆,8,2029
0x5228,0xC5D9,刨,7,2030
0x70AE,0xC5DA,炮,9,2031
0x888D,0xC5DB,袍,10,2032
0x8DD1,0xC5DC,跑,12,2033
0x6CE1,0xC5DD,泡,8,2034
0x5478,0xC5DE,呸,8,2035
0x80DA,0xC5DF,胚,9,2036
0x57F9,0xC5E0,培,11,2037
0x88F4,0xC5E1,裴,14,2038
0x8D54,0xC5E2,赔,12,2039
0x966A,0xC5E3,陪,10,2040
0x914D,0xC5E4,配,10,2041
0x4F69,0xC5E5,佩,8,2042
0x6C9B,0xC5E6,沛,7,2043
0x55B7,0xC5E7,喷,12,2044
0x76C6,0xC5E8,盆,9,2045
0x7830,0xC5E9,砰,10,2046
0x62A8,0xC5EA,抨,8,2047
0x70F9,0xC5EB,烹,11,2048
0x6F8E,0xC5EC,澎,15,2049
0x5F6D,0xC5ED,彭,12,2050
0x84EC,0xC5EE,蓬,13,2051
0x68DA,0xC5EF,棚,12,2052
0x787C,0xC5F0,硼,13,2053
0x7BF7,0xC5F1,篷,16,2054
0x81A8,0xC5F2,膨,16,2055
0x670B,0xC5F3,朋,8,2056
0x9E4F,0xC5F4,鹏,13,2057
0x6367,0xC5F5,捧,11,2058
0x78B0,0xC5F6,碰,13,2059
0x576F,0xC5F7,坯,8,2060
0x7812,0xC5F8,砒,9,2061
0x9739,0xC5F9,霹,21,2062
0x6279,0xC5FA,批,7,2063
0x62AB,0xC5FB,披,8,2064
0x5288,0xC5FC,劈,15,2065
0x7435,0xC5FD,琵,12,2066
0x6BD7,0xC5FE,毗,9,2067
0x5564,0xC6A1,啤,11,2068
0x813E,0xC6A2,脾,12,2069
0x75B2,0xC6A3,疲,10,2070
0x76AE,0xC6A4,皮,5,2071
0x5339,0xC6A5,匹,4,2072
0x75DE,0xC6A6,痞,12,2073
0x50FB,0xC6A7,僻,15,2074
0x5C41,0xC6A8,屁,7,2075
0x8B6C,0xC6A9,譬,20,2076
0x7BC7,0xC6AA,篇,15,2077
0x504F,0xC6AB,偏,11,2078
0x7247,0xC6AC,片,4,2079
0x9A97,0xC6AD,骗,12,2080
0x98D8,0xC6AE,飘,15,2081
0x6F02,0xC6AF,漂,14,2082
0x74E2,0xC6B0,瓢,16,2083
0x7968,0xC6B1,票,11,2084
0x6487,0xC6B2,撇,14,2085
0x77A5,0xC6B3,瞥,16,2086
0x62FC,0xC6B4,拼,9,2087
0x9891,0xC6B5,频,13,2088
0x8D2B,0xC6B6,贫,8,2089
0x54C1,0xC6B7,品,9,2090
0x8058,0xC6B8,聘,13,2091
0x4E52,0xC6B9,乒,6,2092
0x576A,0xC6BA,坪,8,2093
0x82F9,0xC6BB,苹,8,2094
0x840D,0xC6BC,萍,11,2095
0x5E73,0xC6BD,平,5,2096
0x51ED,0xC6BE,凭,8,2097
0x74F6,0xC6BF,瓶,10,2098
0x8BC4,0xC6C0,评,7,2099
0x5C4F,0xC6C1,屏,9,2100
0x5761,0xC6C2,坡,8,2101
0x6CFC,0xC6C3,泼,8,2102
0x9887,0xC6C4,颇,11,2103
0x5A46,0xC6C5,婆,11,2104
0x7834,0xC6C6,破,10,2105
0x9B44,0xC6C7,魄,14,2106
0x8FEB,0xC6C8,迫,8,2107
0x7C95,0xC6C9,粕,11,2108
0x5256,0xC6CA,剖,10,2109
0x6251,0xC6CB,扑,5,2110
0x94FA,0xC6CC,铺,12,2111
0x4EC6,0xC6CD,仆,4,2112
0x8386,0xC6CE,莆,10,2113
0x8461,0xC6CF,葡,12,2114
0x83E9,0xC6D0,菩,11,2115
0x84B2,0xC6D1,蒲,13,2116
0x57D4,0xC6D2,埔,10,2117
0x6734,0xC6D3,朴,6,2118
0x5703,0xC6D4,圃,10,2119
0x666E,0xC6D5,普,12,2120
0x6D66,0xC6D6,浦,10,2121
0x8C31,0xC6D7,谱,14,2122
0x66DD,0xC6D8,曝,19,2123
0x7011,0xC6D9,瀑,18,2124
0x671F,0xC6DA,期,12,2125
0x6B3A,0xC6DB,欺,12,2126
0x6816,0xC6DC,栖,10,2127
0x621A,0xC6DD,戚,11,2128
0x59BB,0xC6DE,妻,8,2129
0x4E03,0xC6DF,七,2,2130
0x51C4,0xC6E0,凄,10,2131
0x6F06,0xC6E1,漆,14,2132
0x67D2,0xC6E2,柒,9,2133
0x6C8F,0xC6E3,沏,7,2134
0x5176,0xC6E4,其,8,2135
0x68CB,0xC6E5,棋,12,2136
0x5947,0xC6E6,奇,8,2137
0x6B67,0xC6E7,歧,8,2138
0x7566,0xC6E8,畦,11,2139
0x5D0E,0xC6E9,崎,11,2140
0x8110,0xC6EA,脐,10,2141
0x9F50,0xC6EB,齐,6,2142
0x65D7,0xC6EC,旗,14,2143
0x7948,0xC6ED,祈,8,2144
0x7941,0xC6EE,祁,6,2145
0x9A91,0xC6EF,骑,11,2146
0x8D77,0xC6F0,起,10,2147
0x5C82,0xC6F1,岂,6,2148
0x4E5E,0xC6F2,乞,3,2149
0x4F01,0xC6F3,企,6,2150
0x542F,0xC6F4,启,7,2151
0x5951,0xC6F5,契,9,2152
0x780C,0xC6F6,砌,9,2153
0x5668,0xC6F7,器,16,2154
0x6C14,0xC6F8,气,4,2155
0x8FC4,0xC6F9,迄,6,2156
0x5F03,0xC6FA,弃,7,2157
0x6C7D,0xC6FB,汽,7,2158
0x6CE3,0xC6FC,泣,8,2159
0x8BAB,0xC6FD,讫,5,2160
0x6390,0xC6FE,掐,11,2161
0x6070,0xC7A1,恰,9,2162
0x6D3D,0xC7A2,洽,9,2163
0x7275,0xC7A3,牵,9,2164
0x6266,0xC7A4,扦,6,2165
0x948E,0xC7A5,钎,8,2166
0x94C5,0xC7A6,铅,10,2167
0x5343,0xC7A7,千,3,2168
0x8FC1,0xC7A8,迁,6,2169
0x7B7E,0xC7A9,签,13,2170
0x4EDF,0xC7AA,仟,5,2171
0x8C26,0xC7AB,谦,12,2172
0x4E7E,0xC7AC,乾,11,2173
0x9ED4,0xC7AD,黔,16,2174
0x94B1,0xC7AE,钱,10,2175
0x94B3,0xC7AF,钳,10,2176
0x524D,0xC7B0,前,9,2177
0x6F5C,0xC7B1,潜,15,2178
0x9063,0xC7B2,遣,13,2179
0x6D45,0xC7B3,浅,8,2180
0x8C34,0xC7B4,谴,15,2181
0x5811,0xC7B5,堑,11,2182
0x5D4C,0xC7B6,嵌,12,2183
0x6B20,0xC7B7,欠,4,2184
0x6B49,0xC7B8,歉,14,2185
0x67AA,0xC7B9,枪,8,2186
0x545B,0xC7BA,呛,7,2187
0x8154,0xC7BB,腔,12,2188
0x7F8C,0xC7BC,羌,7,2189
0x5899,0xC7BD,墙,14,2190
0x8537,0xC7BE,蔷,14,2191
0x5F3A,0xC7BF,强,12,2192
0x62A2,0xC7C0,抢,7,2193
0x6A47,0xC7C1,橇,16,2194
0x9539,0xC7C2,锹,14,2195
0x6572,0xC7C3,敲,14,2196
0x6084,0xC7C4,悄,10,2197
0x6865,0xC7C5,桥,10,2198
0x77A7,0xC7C6,瞧,17,2199
0x4E54,0xC7C7,乔,6,2200
0x4FA8,0xC7C8,侨,8,2201
0x5DE7,0xC7C9,巧,5,2202
0x9798,0xC7CA,鞘,16,2203
0x64AC,0xC7CB,撬,15,2204
0x7FD8,0xC7CC,翘,12,2205
0x5CED,0xC7CD,峭,10,2206
0x4FCF,0xC7CE,俏,9,2207
0x7A8D,0xC7CF,窍,10,2208
0x5207,0xC7D0,切,4,2209
0x8304,0xC7D1,茄,8,2210
0x4E14,0xC7D2,且,5,2211
0x602F,0xC7D3,怯,8,2212
0x7A83,0xC7D4,窃,9,2213
0x94A6,0xC7D5,钦,9,2214
0x4FB5,0xC7D6,侵,9,2215
0x4EB2,0xC7D7,亲,9,2216
0x79E6,0xC7D8,秦,10,2217
0x7434,0xC7D9,琴,12,2218
0x52E4,0xC7DA,勤,13,2219
0x82B9,0xC7DB,芹,7,2220
0x64D2,0xC7DC,擒,15,2221
0x79BD,0xC7DD,禽,12,2222
0x5BDD,0xC7DE,寝,13,2223
0x6C81,0xC7DF,沁,7,2224
0x9752,0xC7E0,青,8,2225
0x8F7B,0xC7E1,轻,9,2226
0x6C22,0xC7E2,氢,9,2227
0x503E,0xC7E3,倾,10,2228
0x537F,0xC7E4,卿,10,2229
0x6E05,0xC7E5,清,11,2230
0x64CE,0xC7E6,擎,16,2231
0x6674,0xC7E7,晴,12,2232
0x6C30,0xC7E8,氰,12,2233
0x60C5,0xC7E9,情,11,2234
0x9877,0xC7EA,顷,8,2235
0x8BF7,0xC7EB,请,10,2236
0x5E86,0xC7EC,庆,6,2237
0x743C,0xC7ED,琼,12,2238
0x7A77,0xC7EE,穷,7,2239
0x79CB,0xC7EF,秋,9,2240
0x4E18,0xC7F0,丘,5,2241
0x90B1,0xC7F1,邱,7,2242
0x7403,0xC7F2,球,11,2243
0x6C42,0xC7F3,求,7,2244
0x56DA,0xC7F4,囚,5,2245
0x914B,0xC7F5,酋,9,2246
0x6CC5,0xC7F6,泅,8,2247
0x8D8B,0xC7F7,趋,12,2248
0x533A,0xC7F8,区,4,2249
0x86C6,0xC7F9,蛆,11,2250
0x66F2,0xC7FA,曲,6,2251
0x8EAF,0xC7FB,躯,11,2252
0x5C48,0xC7FC,屈,8,2253
0x9A71,0xC7FD,驱,7,2254
0x6E20,0xC7FE,渠,11,2255
0x53D6,0xC8A1,取,8,2256
0x5A36,0xC8A2,娶,11,2257
0x9F8B,0xC8A3,龋,17,2258
0x8DA3,0xC8A4,趣,15,2259
0x53BB,0xC8A5,去,5,2260
0x5708,0xC8A6,圈,11,2261
0x98A7,0xC8A7,颧,23,2262
0x6743,0xC8A8,权,6,2263
0x919B,0xC8A9,醛,16,2264
0x6CC9,0xC8AA,泉,10,2265
0x5168,0xC8AB,全,6,2266
0x75CA,0xC8AC,痊,11,2267
0x62F3,0xC8AD,拳,10,2268
0x72AC,0xC8AE,犬,4,2269
0x5238,0xC8AF,券,8,2270
0x529D,0xC8B0,劝,4,2271
0x7F3A,0xC8B1,缺,10,2272
0x7094,0xC8B2,炔,8,2273
0x7638,0xC8B3,瘸,16,2274
0x5374,0xC8B4,却,7,2275
0x9E4A,0xC8B5,鹊,13,2276
0x69B7,0xC8B6,榷,14,2277
0x786E,0xC8B7,确,12,2278
0x96C0,0xC8B8,雀,11,2279
0x88D9,0xC8B9,裙,12,2280
0x7FA4,0xC8BA,群,13,2281
0x7136,0xC8BB,然,12,2282
0x71C3,0xC8BC,燃,16,2283
0x5189,0xC8BD,冉,5,2284
